carrera,modalidad,beca,edad,promedio,asistencias,aprobado
Medicina,Presencial,Si,24,7.7,66,No
Computacion,Presencial,Si,24,10.0,78,Si
Economia,Hibrida,Si,18,5.9,62,No
Medicina,Presencial,No,22,6.3,70,No
Medicina,Presencial,No,30,6.7,78,Si
Derecho,Hibrida,Si,29,6.6000000000000005,70,Si
Economia,Hibrida,No,19,8.2,64,No
Derecho,Presencial,No,29,4.9,98,No
Arquitectura,Presencial,Si,27,4.9,74,No
Economia,Hibrida,No,18,4.8,77,No
Medicina,Virtual,No,20,6.7,59,No
Derecho,Hibrida,No,22,7.7,90,Si
Computacion,Virtual,Si,26,9.899999999999999,63,Si
Medicina,Virtual,No,18,5.0,81,No
Derecho,Hibrida,Si,20,5.8,54,No
Economia,Presencial,Si,22,6.3,86,No
Derecho,Presencial,No,21,5.5,61,Si
Derecho,Presencial,No,19,4.2,73,No
Economia,Virtual,Si,19,8.5,84,Si
Industrial,Hibrida,Si,21,9.5,87,Si
Arquitectura,Virtual,Si,27,5.4,87,No
Derecho,Virtual,Si,27,6.8999999999999995,45,No
Arquitectura,Hibrida,Si,19,5.0,100,No
Derecho,Hibrida,Si,25,9.2,98,Si
Arquitectura,Hibrida,Si,18,5.5,65,No
Computacion,Virtual,No,22,7.5,57,No
Computacion,Virtual,Si,27,9.1,60,No
Economia,Hibrida,Si,27,5.2,75,No
Computacion,Virtual,No,21,8.3,40,No
Economia,Virtual,No,20,8.0,65,Si
Computacion,Presencial,Si,27,7.199999999999999,78,Si
Computacion,Hibrida,Si,28,9.2,84,Si
Derecho,Virtual,Si,21,5.3,49,No
Economia,Virtual,Si,23,4.699999999999999,54,No
Economia,Presencial,Si,26,9.799999999999999,81,Si
Derecho,Virtual,No,27,9.8,60,No
Derecho,Presencial,Si,29,9.5,90,Si
Arquitectura,Presencial,Si,29,9.799999999999999,50,No
Medicina,Presencial,No,25,7.8,94,Si
Derecho,Presencial,No,23,4.6,89,No
Derecho,Virtual,No,29,7.3,50,No
Arquitectura,Virtual,No,29,7.2,52,No
Economia,Hibrida,No,29,8.8,58,No
Derecho,Presencial,No,24,6.9,92,No
Derecho,Virtual,No,21,9.2,75,Si
Computacion,Hibrida,No,20,7.3,61,Si
Economia,Presencial,Si,26,5.699999999999999,96,No
Medicina,Presencial,No,25,5.0,84,No
Economia,Presencial,Si,19,9.7,60,Si
Economia,Presencial,No,27,7.4,88,Si
Computacion,Hibrida,No,24,5.0,94,No
Derecho,Virtual,No,18,5.6,65,No
Economia,Virtual,Si,20,4.4,62,No
Computacion,Presencial,Si,27,5.8999999999999995,73,No
Derecho,Presencial,Si,22,9.1,55,No
Medicina,Presencial,Si,24,10.0,90,Si
Economia,Virtual,No,24,4.7,75,No
Computacion,Virtual,No,20,6.3,47,No
Arquitectura,Virtual,Si,25,5.1,49,No
Industrial,Presencial,Si,28,5.3,62,No
Industrial,Hibrida,No,22,8.3,77,Si
Derecho,Hibrida,Si,24,6.199999999999999,68,No
Medicina,Presencial,No,25,8.0,87,Si
Medicina,Presencial,No,29,5.3,80,No
Arquitectura,Presencial,No,24,8.9,80,Si
Economia,Presencial,No,18,10.0,81,Si
Arquitectura,Presencial,Si,22,8.899999999999999,52,No
Derecho,Virtual,No,22,8.6,34,No
Economia,Virtual,No,30,6.0,45,No
Medicina,Hibrida,Si,20,6.5,81,Si
Derecho,Virtual,Si,22,8.5,50,No
Economia,Presencial,Si,18,8.0,64,Si
Economia,Virtual,No,20,4.5,83,No
Arquitectura,Hibrida,Si,30,4.4,99,No
Economia,Hibrida,No,18,5.8,91,No
Industrial,Presencial,No,21,6.7,83,Si
Derecho,Virtual,Si,24,9.1,36,No
Economia,Virtual,No,24,9.1,41,No
Medicina,Hibrida,Si,23,8.4,100,Si
Industrial,Hibrida,Si,18,5.6000000000000005,80,Si
Computacion,Presencial,No,23,4.2,79,No
Arquitectura,Virtual,Si,22,10.0,55,No
Economia,Presencial,Si,29,6.2,67,No
Derecho,Presencial,Si,24,7.4,78,Si
Medicina,Virtual,Si,26,9.9,50,No
Arquitectura,Hibrida,No,30,4.5,51,No
Medicina,Hibrida,No,23,5.3,100,No
Computacion,Virtual,No,30,5.2,65,No
Derecho,Hibrida,No,24,4.1,70,No
Industrial,Virtual,Si,28,7.8999999999999995,77,Si
Medicina,Presencial,No,28,9.1,83,Si
Medicina,Hibrida,No,18,6.4,70,No
Computacion,Virtual,Si,27,10.0,88,Si
Arquitectura,Hibrida,Si,30,9.1,89,Si
Arquitectura,Presencial,No,19,7.4,76,Si
Derecho,Presencial,No,19,6.7,50,No
Economia,Hibrida,No,20,6.4,68,Si
Derecho,Hibrida,Si,19,8.8,65,Si
Industrial,Hibrida,Si,19,6.2,99,No
Medicina,Presencial,No,27,5.1,99,No
Medicina,Presencial,Si,23,5.699999999999999,100,No
Derecho,Hibrida,No,28,8.7,53,No
Industrial,Hibrida,Si,25,8.600000000000001,57,No
Computacion,Virtual,No,28,5.6,56,No
Industrial,Hibrida,Si,19,7.0,66,Si
Industrial,Hibrida,Si,28,7.1,71,No
Computacion,Presencial,No,18,9.6,59,No
Economia,Presencial,No,18,5.2,82,No
Computacion,Hibrida,Si,25,5.4,59,No
Medicina,Hibrida,Si,28,9.899999999999999,77,Si
Computacion,Hibrida,Si,25,5.4,82,No
Arquitectura,Presencial,No,28,5.7,54,No
Computacion,Virtual,Si,29,7.699999999999999,66,Si
Medicina,Presencial,Si,26,4.4,63,No
Computacion,Hibrida,Si,24,5.4,66,No
Arquitectura,Virtual,Si,28,6.2,63,Si
Computacion,Hibrida,No,30,8.0,92,Si
Derecho,Hibrida,No,21,6.4,51,No
Derecho,Presencial,No,23,5.5,61,No
Economia,Hibrida,No,24,8.9,95,Si
Arquitectura,Virtual,No,18,4.8,84,No
Economia,Presencial,No,18,6.1,64,No
Medicina,Virtual,Si,29,7.7,75,Si
Medicina,Hibrida,No,26,7.3,67,No
Arquitectura,Virtual,No,21,7.1,50,No
Derecho,Presencial,Si,24,4.8,75,No
Arquitectura,Hibrida,No,22,7.5,58,No
Economia,Hibrida,No,28,9.4,58,No
Economia,Presencial,No,20,5.0,76,No
Derecho,Presencial,No,24,6.4,79,No
Arquitectura,Hibrida,No,20,5.1,72,No
Arquitectura,Hibrida,Si,27,10.0,88,Si
Derecho,Presencial,No,30,7.3,80,Si
Medicina,Hibrida,No,29,7.0,96,Si
Medicina,Presencial,No,19,5.5,90,Si
Economia,Hibrida,Si,19,6.4,88,Si
Arquitectura,Presencial,Si,20,6.4,51,No
Economia,Presencial,No,24,4.9,89,No
Computacion,Virtual,Si,18,9.399999999999999,89,Si
Derecho,Hibrida,No,23,4.9,90,No
Medicina,Presencial,Si,27,8.0,92,Si
Economia,Presencial,Si,22,10.0,71,No
Derecho,Presencial,Si,21,6.0,64,No
Medicina,Virtual,Si,27,9.799999999999999,82,Si
Arquitectura,Presencial,No,24,7.2,50,No
Industrial,Virtual,Si,28,9.9,60,No
Medicina,Hibrida,No,25,4.9,100,No
Industrial,Virtual,Si,22,5.7,49,No
Economia,Presencial,Si,28,5.7,92,No
Computacion,Presencial,Si,25,7.4,62,Si
Economia,Presencial,Si,24,5.1,86,No
Computacion,Presencial,No,27,8.5,87,Si
Computacion,Hibrida,Si,26,7.300000000000001,63,Si
Industrial,Presencial,No,22,5.7,78,Si
Arquitectura,Presencial,No,25,6.6,78,No
Arquitectura,Virtual,Si,30,6.0,49,No
Economia,Presencial,Si,30,7.6,52,No
Economia,Presencial,No,29,5.4,92,No
Arquitectura,Hibrida,No,19,5.6,74,Si
Economia,Presencial,Si,26,8.8,82,Si
Industrial,Presencial,Si,23,9.6,78,Si
Arquitectura,Virtual,No,21,7.6,40,No
Medicina,Virtual,Si,18,6.3,90,Si
Economia,Presencial,No,18,10.0,65,No
Industrial,Hibrida,Si,20,4.5,84,No
Medicina,Virtual,Si,30,10.0,89,Si
Arquitectura,Hibrida,No,28,9.7,90,Si
Industrial,Presencial,No,26,7.2,59,No
Derecho,Hibrida,No,19,9.8,74,Si
Medicina,Hibrida,Si,21,8.4,82,Si
Derecho,Hibrida,No,22,5.6,51,No
Arquitectura,Presencial,No,25,4.3,96,No
Arquitectura,Virtual,Si,27,5.5,85,No
Arquitectura,Hibrida,No,21,4.5,62,No
Derecho,Virtual,No,19,4.6,71,No
Arquitectura,Presencial,No,20,8.8,65,Si
Computacion,Presencial,No,18,5.8,79,No
Industrial,Presencial,Si,18,6.6000000000000005,88,No
Medicina,Virtual,No,23,8.3,74,No
Industrial,Hibrida,Si,28,9.8,55,No
Medicina,Hibrida,Si,27,7.9,100,Si
Medicina,Virtual,No,20,9.2,54,No
Arquitectura,Virtual,Si,23,6.0,41,No
Arquitectura,Virtual,Si,20,6.2,66,No
Arquitectura,Virtual,Si,23,9.799999999999999,36,No
Derecho,Virtual,Si,23,4.8,89,No
Computacion,Hibrida,Si,18,9.2,87,Si
Derecho,Presencial,Si,28,4.3,73,No
Economia,Presencial,Si,30,10.0,98,Si
Arquitectura,Virtual,Si,19,7.4,44,No
Arquitectura,Virtual,Si,20,9.899999999999999,63,No
Economia,Hibrida,No,22,8.9,90,Si
Derecho,Presencial,No,22,8.5,88,Si
Economia,Virtual,Si,26,5.0,80,No
Arquitectura,Hibrida,No,23,7.8,83,Si
Economia,Virtual,No,24,4.9,44,No
Medicina,Hibrida,No,18,5.9,87,Si
Medicina,Presencial,No,20,5.9,82,No
Economia,Virtual,Si,30,6.6,70,Si
Computacion,Virtual,No,18,4.4,57,No
Derecho,Hibrida,Si,24,7.3,56,No
Arquitectura,Virtual,Si,23,4.8999999999999995,52,No
Economia,Virtual,No,27,5.6,78,No
Industrial,Hibrida,No,21,4.6,70,No
Medicina,Hibrida,Si,23,9.0,71,Si
Industrial,Hibrida,No,24,9.8,69,No
Medicina,Hibrida,Si,24,6.2,70,No
Industrial,Hibrida,No,22,7.8,85,Si
Arquitectura,Presencial,No,28,6.8,99,Si
Derecho,Hibrida,No,25,8.8,55,No
Derecho,Presencial,Si,27,5.6,51,No
Derecho,Presencial,Si,20,8.7,88,Si
Industrial,Presencial,Si,27,10.0,75,Si
Arquitectura,Presencial,No,21,8.6,75,Si
Medicina,Virtual,Si,22,5.2,78,No
Economia,Hibrida,Si,18,4.8999999999999995,93,No
Economia,Hibrida,Si,19,6.7,62,No
Arquitectura,Virtual,No,20,5.3,49,No
Arquitectura,Hibrida,Si,27,4.5,93,No
Computacion,Virtual,No,29,6.1,68,No
Medicina,Virtual,No,27,8.1,84,Si
Derecho,Presencial,Si,18,8.9,75,Si
Derecho,Hibrida,Si,20,9.4,77,Si
Derecho,Presencial,No,25,6.8,63,Si
Computacion,Virtual,Si,24,6.4,49,No
Computacion,Presencial,No,18,5.4,52,No
Economia,Presencial,No,20,7.8,55,No
Computacion,Hibrida,No,30,8.2,96,Si
Medicina,Virtual,Si,28,8.3,73,Si
Medicina,Presencial,No,27,9.6,84,Si
Computacion,Presencial,No,21,8.8,92,Si
Industrial,Virtual,No,24,8.4,49,No
Arquitectura,Virtual,Si,19,7.699999999999999,43,No
Industrial,Virtual,Si,22,7.6,77,Si
Economia,Virtual,Si,22,7.699999999999999,81,Si
Medicina,Virtual,Si,20,5.5,65,Si
Computacion,Presencial,Si,28,9.5,56,No
Economia,Presencial,No,18,4.0,54,No
Medicina,Virtual,Si,20,10.0,86,Si
Industrial,Presencial,No,24,8.3,97,Si
Medicina,Presencial,Si,20,5.6000000000000005,98,No
Economia,Hibrida,No,19,6.3,53,No
Computacion,Hibrida,Si,29,8.8,86,Si
Medicina,Hibrida,No,24,4.1,100,No
Industrial,Virtual,No,27,8.7,63,No
Arquitectura,Presencial,Si,27,9.2,78,Si
Computacion,Presencial,Si,27,9.4,76,Si
Computacion,Presencial,No,23,6.1,70,No
Industrial,Hibrida,No,22,6.0,92,No
Medicina,Virtual,No,30,8.6,83,Si
Derecho,Virtual,No,24,5.6,44,No
Medicina,Virtual,No,30,7.2,61,Si
Medicina,Virtual,No,22,6.0,53,No
Economia,Presencial,No,22,4.0,62,No
Medicina,Hibrida,No,18,7.1,74,No
Computacion,Hibrida,Si,25,4.3999999999999995,65,No
Arquitectura,Virtual,No,20,9.5,64,Si
Computacion,Hibrida,No,29,4.3,89,No
Derecho,Presencial,No,29,4.4,67,No
Computacion,Hibrida,No,28,4.4,88,No
Medicina,Hibrida,No,20,9.0,78,Si
Computacion,Presencial,No,24,7.7,83,Si
Economia,Presencial,No,21,6.1,99,Si
Industrial,Virtual,No,26,9.8,35,No
Industrial,Presencial,No,28,4.1,71,No
Industrial,Hibrida,Si,20,7.9,77,Si
Economia,Virtual,Si,28,10.0,40,No
Arquitectura,Hibrida,Si,23,7.8,89,Si
Derecho,Virtual,Si,18,5.9,67,No
Arquitectura,Virtual,No,23,7.7,43,No
Medicina,Hibrida,No,28,7.1,68,Si
Arquitectura,Hibrida,Si,27,6.300000000000001,91,Si
Arquitectura,Virtual,Si,27,6.6,53,No
Computacion,Hibrida,No,29,7.3,95,Si
Economia,Presencial,No,24,9.0,68,No
Derecho,Presencial,No,21,8.2,74,Si
Arquitectura,Presencial,Si,23,5.3,83,No
Computacion,Virtual,Si,22,9.399999999999999,58,No
Medicina,Hibrida,Si,24,10.0,72,Si
Industrial,Virtual,Si,25,8.5,82,Si
Derecho,Virtual,Si,18,8.600000000000001,82,Si
Industrial,Hibrida,No,18,8.0,85,Si
Medicina,Virtual,No,29,5.6,84,No
Economia,Presencial,Si,26,7.2,93,Si
Derecho,Virtual,Si,23,8.0,50,No
Economia,Virtual,No,20,6.4,74,No
Arquitectura,Hibrida,No,24,5.2,51,No
Computacion,Hibrida,No,24,4.5,65,No
Industrial,Presencial,Si,19,10.0,100,Si
Economia,Hibrida,Si,26,9.4,84,Si
Industrial,Hibrida,No,28,8.7,56,No
Derecho,Presencial,No,18,9.5,74,No
Arquitectura,Presencial,Si,18,6.9,58,No
Arquitectura,Hibrida,Si,24,7.5,64,No
Arquitectura,Hibrida,No,28,5.8,79,No
Derecho,Hibrida,No,18,6.5,70,No
Arquitectura,Virtual,Si,21,6.0,75,No
Derecho,Hibrida,Si,30,5.7,92,Si
Economia,Virtual,No,28,4.3,84,No
Computacion,Virtual,Si,28,5.0,68,No
Economia,Virtual,Si,22,6.3,71,Si
Computacion,Virtual,No,18,7.9,86,Si
Derecho,Hibrida,No,18,5.2,84,No
Computacion,Virtual,No,30,7.2,48,No
Medicina,Virtual,No,26,4.3,53,No
Industrial,Virtual,No,24,7.1,48,No
Arquitectura,Virtual,Si,30,10.0,81,Si
Economia,Presencial,Si,24,5.8,58,No
Medicina,Hibrida,Si,19,6.5,91,No
Arquitectura,Hibrida,Si,28,7.0,56,No
Industrial,Presencial,Si,20,7.7,55,No
Industrial,Hibrida,No,28,5.0,64,No
Economia,Presencial,No,29,6.2,85,Si
Industrial,Virtual,Si,27,7.3999999999999995,69,No
Economia,Virtual,No,25,8.3,64,No
Economia,Hibrida,No,26,5.7,55,No
Medicina,Virtual,Si,24,5.2,55,No
Computacion,Hibrida,Si,24,7.9,54,No
Computacion,Presencial,No,22,8.0,74,No
Computacion,Hibrida,No,26,5.2,81,No
Economia,Presencial,Si,27,9.3,58,No
Industrial,Presencial,Si,30,9.9,59,No
Economia,Hibrida,Si,27,8.700000000000001,87,Si
Computacion,Hibrida,Si,24,6.3999999999999995,79,No
Medicina,Virtual,No,19,4.0,69,No
Computacion,Presencial,Si,20,8.299999999999999,64,Si
Computacion,Presencial,Si,29,7.0,77,Si
Medicina,Virtual,Si,19,7.1,85,Si
Economia,Virtual,Si,22,6.0,79,No
Economia,Presencial,No,22,9.1,73,Si
Economia,Presencial,No,18,4.7,74,No
Derecho,Virtual,Si,19,8.0,84,Si
Arquitectura,Hibrida,No,23,7.5,60,No
Medicina,Hibrida,No,24,9.1,72,Si
Computacion,Presencial,Si,30,9.8,85,Si
Industrial,Virtual,No,19,8.4,50,No
Industrial,Virtual,No,25,4.8,72,No
Economia,Virtual,Si,21,4.7,60,No
Computacion,Virtual,No,22,7.5,53,No
Computacion,Virtual,No,26,7.1,72,Si
Derecho,Hibrida,Si,22,4.3,70,No
Industrial,Virtual,No,19,7.1,37,No
Computacion,Presencial,No,21,4.5,63,No
Economia,Presencial,Si,22,5.800000000000001,80,Si
Computacion,Presencial,No,30,7.3,85,Si
Computacion,Hibrida,No,28,7.1,77,Si
Economia,Virtual,Si,24,8.0,86,Si
Arquitectura,Hibrida,Si,21,9.6,96,Si
Derecho,Hibrida,Si,18,6.5,53,No
Arquitectura,Virtual,No,28,8.1,66,No
Derecho,Presencial,No,29,4.6,68,No
Computacion,Virtual,No,25,4.2,63,No
Industrial,Hibrida,Si,18,4.8999999999999995,75,No
Industrial,Hibrida,Si,20,5.0,58,No
Economia,Presencial,Si,20,8.3,53,No
Computacion,Presencial,Si,19,4.9,63,No
Derecho,Hibrida,Si,21,5.7,61,No
Computacion,Presencial,Si,21,8.700000000000001,66,No
Industrial,Virtual,No,20,5.3,44,No
Economia,Hibrida,No,24,8.8,61,Si
Arquitectura,Virtual,No,21,5.6,91,No
Arquitectura,Virtual,Si,24,9.0,70,No
Derecho,Virtual,No,20,7.7,48,No
Computacion,Virtual,Si,24,10.0,59,No
Computacion,Virtual,No,30,9.4,44,No
Industrial,Hibrida,Si,27,9.7,76,Si
Economia,Presencial,Si,24,9.4,94,Si
Medicina,Virtual,No,24,8.3,85,Si
Arquitectura,Hibrida,No,20,8.6,99,Si
Economia,Hibrida,Si,20,6.3,95,Si
Arquitectura,Presencial,No,19,6.0,55,No
Medicina,Hibrida,No,21,8.5,93,Si
Derecho,Hibrida,No,24,7.3,82,Si
Derecho,Hibrida,Si,24,9.299999999999999,75,Si
Arquitectura,Virtual,Si,27,8.0,91,Si
Derecho,Hibrida,Si,19,6.800000000000001,100,Si
Medicina,Presencial,Si,21,4.199999999999999,75,No
Industrial,Presencial,Si,19,5.8999999999999995,89,No
Arquitectura,Hibrida,Si,26,10.0,74,Si
Computacion,Presencial,Si,22,6.9,62,Si
Medicina,Virtual,Si,23,8.200000000000001,63,No
Economia,Virtual,Si,21,8.2,70,Si
Arquitectura,Hibrida,No,18,5.3,86,No
Industrial,Presencial,Si,20,8.6,94,Si
Arquitectura,Virtual,Si,27,6.8,88,No
Derecho,Presencial,No,21,7.6,52,No
Medicina,Presencial,Si,23,8.799999999999999,91,Si
Derecho,Hibrida,No,29,7.5,98,Si
Derecho,Presencial,Si,22,10.0,63,No
Medicina,Hibrida,Si,28,5.8,100,No
Arquitectura,Hibrida,No,19,8.4,54,No
Medicina,Hibrida,Si,18,4.5,79,No
Economia,Hibrida,Si,30,4.6,69,No
Computacion,Presencial,No,24,9.6,75,Si
Computacion,Hibrida,Si,27,7.8,65,Si
Derecho,Virtual,No,22,7.3,53,No
Derecho,Presencial,No,18,8.2,86,Si
Computacion,Virtual,Si,21,9.6,68,No
Computacion,Hibrida,Si,30,7.7,63,No
Computacion,Hibrida,No,18,10.0,69,No
Industrial,Presencial,Si,26,7.3999999999999995,91,Si
Derecho,Hibrida,No,28,5.8,58,No
Industrial,Presencial,Si,24,7.2,82,Si
Medicina,Presencial,Si,21,8.0,60,Si
Arquitectura,Presencial,No,19,8.7,68,Si
Industrial,Presencial,Si,23,5.8,53,No
Economia,Presencial,No,18,6.5,92,No
Industrial,Presencial,No,19,6.4,66,No
Economia,Presencial,No,20,8.5,81,Si
Computacion,Presencial,Si,28,6.8,81,Si
Industrial,Virtual,No,26,7.2,54,No
Economia,Hibrida,Si,18,4.7,56,No
Industrial,Virtual,No,25,6.1,75,Si
Economia,Hibrida,No,20,9.1,61,Si
Industrial,Presencial,No,20,6.3,58,No
Economia,Virtual,No,18,5.6,30,No
Computacion,Presencial,No,28,9.5,57,No
Computacion,Virtual,No,20,5.6,81,No
Computacion,Presencial,Si,28,10.0,76,Si
Industrial,Virtual,Si,25,5.2,54,No
Arquitectura,Hibrida,Si,19,6.6,100,Si
Derecho,Hibrida,Si,20,5.2,59,No
Medicina,Virtual,Si,26,5.2,88,No
Computacion,Hibrida,No,25,7.6,57,No
Computacion,Hibrida,Si,21,6.8,51,No
Economia,Presencial,No,30,9.7,59,No
Industrial,Hibrida,Si,18,8.899999999999999,77,Si
Industrial,Virtual,No,26,9.9,69,Si
Computacion,Presencial,Si,19,4.199999999999999,69,No
Industrial,Virtual,Si,22,5.1,62,No
Computacion,Hibrida,No,22,6.8,76,No
Economia,Hibrida,Si,26,4.7,55,No
Arquitectura,Presencial,Si,24,5.7,72,No
Industrial,Hibrida,Si,28,10.0,79,Si
Industrial,Presencial,Si,21,9.5,89,Si
Economia,Presencial,No,27,7.5,70,No
Arquitectura,Virtual,No,25,8.7,73,No
Computacion,Hibrida,No,20,7.5,97,Si
Medicina,Hibrida,No,27,7.8,100,Si
Derecho,Hibrida,No,18,6.3,96,Si
Economia,Virtual,No,21,5.4,85,No
Computacion,Presencial,No,23,4.9,76,No
Derecho,Virtual,Si,22,7.6,79,Si
Computacion,Hibrida,No,21,6.9,75,No
Derecho,Hibrida,No,22,5.6,79,No
Medicina,Presencial,No,30,9.3,63,Si
Derecho,Presencial,Si,22,5.4,69,No
Economia,Presencial,No,29,4.8,57,No
Economia,Presencial,No,27,4.6,84,No
Medicina,Virtual,Si,24,5.0,78,No
Economia,Virtual,Si,21,10.0,51,No
Economia,Hibrida,No,23,5.1,64,No
Economia,Hibrida,Si,26,6.5,52,No
Derecho,Hibrida,No,24,5.1,94,No
Computacion,Virtual,Si,19,7.6000000000000005,51,No
Computacion,Virtual,No,26,9.6,53,No
Derecho,Hibrida,Si,24,6.7,63,No
Computacion,Virtual,Si,20,9.700000000000001,92,Si
Derecho,Hibrida,Si,26,4.8999999999999995,84,No
Computacion,Presencial,Si,18,7.0,92,Si
Derecho,Hibrida,Si,21,6.6000000000000005,64,No
Arquitectura,Presencial,Si,18,8.5,61,No
Medicina,Presencial,No,20,5.1,82,No
Industrial,Virtual,No,19,7.1,57,No
Economia,Presencial,No,27,10.0,59,No
Economia,Virtual,Si,20,9.0,38,No
Arquitectura,Presencial,No,23,6.3,78,No
Derecho,Virtual,Si,30,9.200000000000001,75,Si
Industrial,Hibrida,Si,19,8.3,81,Si
Medicina,Virtual,Si,23,5.199999999999999,77,No
Arquitectura,Presencial,Si,29,8.3,80,Si
Computacion,Hibrida,Si,20,5.3,54,No
Industrial,Hibrida,No,18,6.3,80,No
Derecho,Virtual,Si,20,5.0,73,No
Derecho,Presencial,Si,24,9.5,83,Si
Economia,Virtual,Si,25,5.0,59,No
Computacion,Presencial,Si,25,9.7,99,Si
Arquitectura,Hibrida,Si,21,8.399999999999999,54,No
Economia,Hibrida,No,24,7.7,58,No
Arquitectura,Hibrida,No,19,6.9,85,Si
Industrial,Virtual,No,23,7.4,60,No
Derecho,Presencial,Si,19,9.399999999999999,92,Si
Economia,Presencial,No,24,5.8,77,No
Derecho,Virtual,Si,30,5.2,48,No
Derecho,Virtual,No,28,6.4,81,No
Medicina,Virtual,No,26,5.8,74,Si
Arquitectura,Virtual,No,19,4.1,67,No
Medicina,Hibrida,Si,27,7.2,87,Si
Derecho,Hibrida,Si,24,9.0,98,Si
Medicina,Presencial,Si,29,6.300000000000001,65,No
Economia,Hibrida,No,20,4.4,86,No
Medicina,Hibrida,No,18,5.1,100,No
Medicina,Virtual,Si,22,10.0,76,Si
Computacion,Hibrida,No,29,7.9,79,Si
Derecho,Hibrida,Si,19,6.3,85,No
Derecho,Presencial,Si,25,8.5,59,No
Industrial,Hibrida,No,23,4.4,75,No
Industrial,Virtual,Si,24,5.7,78,No
Arquitectura,Virtual,Si,18,4.7,49,No
Computacion,Hibrida,No,26,9.5,58,No
Economia,Hibrida,Si,21,10.0,63,Si
Arquitectura,Virtual,Si,30,7.5,77,Si
Computacion,Hibrida,Si,24,4.6,71,No
Economia,Virtual,Si,18,7.6000000000000005,55,No
Computacion,Presencial,Si,20,6.199999999999999,73,Si
Arquitectura,Presencial,No,18,8.9,50,No
Economia,Virtual,No,19,6.9,94,No
Computacion,Presencial,Si,22,5.5,54,No
Derecho,Presencial,No,24,6.3,82,Si
Industrial,Presencial,No,21,7.1,91,Si
Arquitectura,Hibrida,Si,25,6.2,70,Si
Computacion,Hibrida,Si,19,10.0,83,Si
Medicina,Presencial,No,25,7.3,58,No
Arquitectura,Presencial,Si,25,8.799999999999999,92,Si
Arquitectura,Hibrida,Si,25,8.299999999999999,77,Si
Medicina,Virtual,No,19,4.5,81,No
Arquitectura,Hibrida,Si,28,5.3,76,No
Industrial,Virtual,Si,23,10.0,73,Si
Industrial,Hibrida,Si,27,6.5,70,Si
Economia,Presencial,No,21,9.9,87,Si
Arquitectura,Presencial,No,20,6.3,92,Si
Medicina,Hibrida,No,23,7.4,69,Si
Economia,Virtual,No,26,6.9,58,No
Derecho,Presencial,Si,30,7.199999999999999,63,No
Derecho,Virtual,No,24,7.6,79,Si
Computacion,Hibrida,No,30,8.4,53,No
Derecho,Hibrida,No,22,6.6,65,Si
Arquitectura,Virtual,Si,18,7.3,66,No
Computacion,Hibrida,No,30,9.0,85,Si
Derecho,Virtual,No,25,6.7,89,Si
Arquitectura,Virtual,Si,23,5.3,76,No
Derecho,Presencial,Si,18,6.8,55,No
Derecho,Hibrida,No,20,5.2,93,No
Derecho,Hibrida,Si,23,9.1,80,Si
Medicina,Virtual,Si,30,8.2,100,Si
Medicina,Presencial,No,23,8.3,87,Si
Medicina,Virtual,No,22,4.2,87,No
Derecho,Presencial,No,30,5.6,51,No
Economia,Presencial,Si,22,10.0,93,Si
Derecho,Virtual,Si,29,5.699999999999999,48,No
Arquitectura,Hibrida,Si,25,4.3,94,No
Medicina,Presencial,Si,23,7.1,100,Si
Economia,Presencial,Si,18,5.1000000000000005,95,No
Computacion,Presencial,Si,20,6.9,85,Si
Economia,Virtual,No,27,6.7,74,Si
Economia,Hibrida,Si,23,7.5,55,No
Arquitectura,Virtual,No,27,4.5,49,No
Industrial,Hibrida,No,28,6.3,68,No
Derecho,Presencial,Si,21,5.1,81,No
Medicina,Virtual,No,20,8.7,51,No
Economia,Hibrida,Si,29,7.2,58,No
Computacion,Hibrida,Si,18,7.3,92,Si
Industrial,Virtual,Si,23,4.7,36,No
Medicina,Presencial,No,28,5.2,68,No
Derecho,Presencial,No,24,9.1,63,Si
Industrial,Presencial,Si,19,10.0,53,No
Arquitectura,Hibrida,Si,19,7.3999999999999995,83,Si
Economia,Hibrida,Si,20,7.5,64,No
Computacion,Virtual,Si,27,8.1,77,Si
Derecho,Hibrida,No,24,6.5,65,No
Medicina,Presencial,Si,26,9.5,62,No
Medicina,Hibrida,Si,23,9.299999999999999,100,Si
Industrial,Virtual,No,18,9.2,83,Si
Computacion,Presencial,No,28,7.3,63,No
Industrial,Presencial,Si,27,7.1,62,No
Economia,Presencial,Si,26,8.1,57,No
Medicina,Hibrida,Si,25,10.0,100,Si
Computacion,Virtual,No,24,6.9,36,No
Derecho,Hibrida,Si,24,10.0,77,Si
Industrial,Virtual,Si,19,8.8,65,Si
Arquitectura,Presencial,Si,24,7.0,78,Si
Computacion,Hibrida,Si,25,8.700000000000001,55,No
Economia,Presencial,Si,26,10.0,88,Si
Arquitectura,Presencial,No,22,7.5,65,No
Arquitectura,Hibrida,Si,20,6.300000000000001,89,No
Medicina,Virtual,No,24,5.8,77,No
Arquitectura,Presencial,No,18,9.5,95,Si
Economia,Presencial,No,19,9.4,99,Si
Medicina,Hibrida,Si,27,5.2,72,No
Medicina,Virtual,Si,26,7.9,62,Si
Medicina,Presencial,Si,28,6.8,57,No
Economia,Hibrida,Si,26,10.0,85,Si
Industrial,Virtual,Si,28,5.9,42,No
Computacion,Hibrida,Si,23,8.3,54,No
